video_id,instance_id,label,status,detail
63288,8,WHY,FAILED,403 Client Error: Forbidden for url: https://www.signingsavvy.com/signs/mp4/8/8837.mp4
66781,9,WHY,FAILED,"HTTPSConnectionPool(host='aslsignbank.haskins.yale.edu', port=443): Max retries exceeded with url: /dictionary/protected_media/glossvideo/ASL/WH/WHY-1431.mp4 (Caused by SSLError(SSLCertVerificationErr"
67067,10,WHY,FAILED,yt-dlp failed: ERROR: [youtube] Bp4hwb11MXo: Private video
63289,11,WHY,FAILED,403 Client Error: Forbidden for url: https://www.signingsavvy.com/signs/mp4/8/8838.mp4
63290,12,WHY,FAILED,yt-dlp failed: ERROR: [youtube] -iJt0VZWBcA: This video is unavailable
63291,13,WHY,FAILED,unsupported format .swf (Flash/swf - not decodable here)
63292,14,WHY,FAILED,downloaded file is not a valid/decodable video (dead link or non-video response?)
60553,1,UNDERSTAND,ok,80 frames
60551,3,UNDERSTAND,FAILED,403 Client Error: Forbidden for url: https://www.signingsavvy.com/signs/mp4/23/23293.mp4
66704,4,UNDERSTAND,FAILED,"HTTPSConnectionPool(host='aslsignbank.haskins.yale.edu', port=443): Max retries exceeded with url: /dictionary/protected_media/glossvideo/ASL/UN/UNDERSTAND-311.mp4 (Caused by SSLError(SSLCertVerificat"
67018,5,UNDERSTAND,FAILED,yt-dlp failed: ERROR: [youtube] -5J6ZDndBxw: Private video
60554,8,UNDERSTAND,ok,104 frames
60555,10,UNDERSTAND,FAILED,unsupported format .swf (Flash/swf - not decodable here)
60556,12,UNDERSTAND,FAILED,downloaded file is not a valid/decodable video (dead link or non-video response?)
60550,14,UNDERSTAND,FAILED,404 Client Error: Not Found for url: https://www.handspeak.com/word/u/understand.mp4
68586,2,DEAF,FAILED,yt-dlp failed: ERROR: [youtube] J9hiREjgVe0: This video is unavailable
68033,3,DEAF,ok,85 frames
14899,4,DEAF,ok,74 frames
14900,5,DEAF,FAILED,yt-dlp failed: ERROR: [youtube] YsLUNOu9jXU: This video is unavailable
14901,7,DEAF,FAILED,unsupported format .swf (Flash/swf - not decodable here)
14903,9,DEAF,FAILED,downloaded file is not a valid/decodable video (dead link or non-video response?)
65445,14,DEAF,FAILED,"HTTPSConnectionPool(host='aslsignbank.haskins.yale.edu', port=443): Max retries exceeded with url: /dictionary/protected_media/glossvideo/ASL/DE/DEAF-103.mp4 (Caused by SSLError(SSLCertVerificationErr"
14889,17,DEAF,FAILED,404 Client Error: Not Found for url: https://www.handspeak.com/word/d/deaf2.mp4
14891,20,DEAF,FAILED,404 Client Error: Not Found for url: https://www.handspeak.com/word/d/deaf.mp4
14893,21,DEAF,FAILED,403 Client Error: Forbidden for url: https://www.signingsavvy.com/signs/mp4/23/23016.mp4
14894,22,DEAF,FAILED,403 Client Error: Forbidden for url: https://www.signingsavvy.com/signs/mp4/23/23017.mp4
14895,23,DEAF,FAILED,yt-dlp failed: ERROR: [youtube] 5Dr7V1fbTFU: This video is unavailable
14896,24,DEAF,ok,120 frames
14898,26,DEAF,ok,91 frames
65954,1,INTERPRETER,FAILED,"HTTPSConnectionPool(host='aslsignbank.haskins.yale.edu', port=443): Max retries exceeded with url: /dictionary/protected_media/glossvideo/ASL/IN/INTERPRETER-1722.mp4 (Caused by SSLError(SSLCertVerific"
67795,2,INTERPRETER,FAILED,yt-dlp failed: ERROR: [youtube] tksEwBhbBm4: Private video
30259,5,INTERPRETER,FAILED,404 Client Error: Not Found for url: https://www.handspeak.com/word/i/interpreter.mp4
30260,6,INTERPRETER,FAILED,403 Client Error: Forbidden for url: https://www.signingsavvy.com/signs/mp4/22/22786.mp4
30261,7,INTERPRETER,ok,77 frames
30262,8,INTERPRETER,FAILED,downloaded file is not a valid/decodable video (dead link or non-video response?)
