label,wlasl_gloss,video_id,instance_id,signer_id,source,url,frame_start,frame_end,fps,bbox_x1,bbox_y1,bbox_x2,bbox_y2
BATHROOM,bathroom,05309,13,16,aslpro,http://www.aslpro.com/main/b/bathroom.swf,1,-1,25,36,22,209,240
BATHROOM,bathroom,05310,14,12,aslsearch,http://www.aslsearch.com/signs/videos/bathroom.mp4,1,-1,25,157,51,544,400
BATHROOM,bathroom,05297,15,2,spreadthesign,https://media.spreadthesign.com/video/mp4/13/92604.mp4,1,-1,25,52,14,239,240
BATHROOM,bathroom,05298,16,36,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/bathroom.mp4,1,-1,25,165,16,525,414
BATHROOM,toilet,58731,0,9,asl5200,https://www.youtube.com/watch?v=x6CehcknaH8,3412,3451,25,0,0,360,240
BATHROOM,toilet,58738,1,65,nabboud,https://www.youtube.com/watch?v=C6C0n0yL0lE,1,-1,25,295,90,866,720
BATHROOM,toilet,58739,2,65,nabboud,https://www.youtube.com/watch?v=M3sXN-k8axs,1,-1,25,294,87,846,720
BATHROOM,toilet,58740,3,5,aslu,https://www.youtube.com/watch?v=Y5IEyhkM67Y,1,-1,25,259,28,923,720
BATHROOM,toilet,67313,4,109,asllex,https://youtu.be/LNt9e8b4Uwg,1,-1,25,91,8,407,360
BATHROOM,toilet,58741,5,30,aslpro,http://www.aslpro.com/main/t/toilet.swf,1,-1,25,9,15,228,240
BATHROOM,toilet,58742,6,12,aslsearch,http://www.aslsearch.com/signs/videos/bathroom.mp4,1,-1,25,157,51,544,400
BATHROOM,toilet,58732,7,38,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/toilet.mp4,1,-1,25,438,59,825,720
BATHROOM,toilet,58733,8,52,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bathroom-u7XrB6j-o3E.mp4,1,-1,25,373,20,800,480
BATHROOM,toilet,58734,9,13,asldeafined,https://media.asldeafined.com/vocabulary/1468945815.7148.mp4,1,-1,25,126,0,528,480
BATHROOM,toilet,58735,10,20,handspeak,https://www.handspeak.com/word/t/toilet.mp4,1,-1,25,40,0,290,240
BATHROOM,toilet,58736,11,10,signingsavvy,https://www.signingsavvy.com/signs/mp4/23/23911.mp4,1,-1,25,85,17,203,192
BATHROOM,toilet,58737,12,5,aslu,https://www.youtube.com/watch?v=AB9URT5zPe8,1,-1,25,300,31,921,720
BATHROOM,restroom,47721,0,9,asl5200,https://www.youtube.com/watch?v=Qc7Dc_qF5NI,2825,2874,25,0,0,360,240
BATHROOM,restroom,47722,1,13,asldeafined,https://media.asldeafined.com/vocabulary/1466649768.1620.mp4,1,-1,25,125,23,527,480
BATHROOM,restroom,47723,2,14,handspeak,https://www.handspeak.com/word/r/restroom-toilet.mp4,1,-1,25,40,0,290,240
BATHROOM,restroom,47724,3,10,signingsavvy,https://www.signingsavvy.com/signs/mp4/23/23911.mp4,1,-1,25,85,17,203,192
BATHROOM,restroom,47725,4,5,aslu,https://www.youtube.com/watch?v=_dvihXsQz2E,1,-1,25,337,37,923,717
BATHROOM,restroom,47726,5,87,aslpro,http://www.aslpro.com/main/r/restroom.swf,1,-1,25,12,6,225,240
BATHROOM,restroom,47727,6,12,aslsearch,http://www.aslsearch.com/signs/videos/bathroom.mp4,1,-1,25,157,51,544,400
EAT,eat,18316,0,9,asl5200,https://www.youtube.com/watch?v=2oaCeSdHG-A,672,728,25,0,0,360,240
EAT,eat,69307,1,118,aslbrick,http://aslbricks.org/New/ASL-Videos/eat.mp4,1,-1,25,389,39,872,720
EAT,eat,68520,2,113,lillybauer,https://www.youtube.com/watch?v=HAqSIA2GG3g,1,65,25,104,18,543,358
EAT,eat,68044,3,109,valencia-asl,https://www.youtube.com/watch?v=lsjFBdE3X7M,1,-1,25,124,0,1147,720
EAT,eat,69086,4,115,lillybauer,https://www.youtube.com/watch?v=zOzgRJ3bAdI,1,59,25,316,24,921,720
EAT,eat,18326,5,20,handspeak,https://www.handspeak.com/word/e/eat-iclpop.mp4,1,-1,25,113,0,474,360
EAT,eat,18328,7,20,handspeak,https://www.handspeak.com/word/e/eat.mp4,1,-1,25,82,0,590,480
EAT,eat,18329,8,11,signingsavvy,https://www.signingsavvy.com/signs/mp4/14/14883.mp4,1,-1,25,82,4,212,192
EAT,eat,18331,10,64,aslu,https://www.youtube.com/watch?v=9AYysHe14jg,1,-1,25,149,41,406,341
EAT,eat,18332,11,5,aslu,https://www.youtube.com/watch?v=OmylSinUxns,1,-1,25,307,31,945,720
EAT,eat,65601,12,90,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/EA/EAT-399.mp4,1,-1,25,200,10,486,370
EAT,eat,18323,13,0,spreadthesign,https://media.spreadthesign.com/video/mp4/13/74980.mp4,1,-1,25,78,14,258,240
EAT,eat,67610,14,109,asllex,https://youtu.be/FSxHpeiCuBc,1,-1,25,102,12,372,360
EAT,eat,67611,15,109,asllex,https://youtu.be/QkTP_AyKk_k,1,-1,25,103,14,373,360
EAT,eat,18333,16,80,nabboud,https://www.youtube.com/watch?v=rbnYbQyFvK4,1,-1,25,317,119,844,720
EAT,eat,18334,17,16,aslpro,http://www.aslpro.com/main/e/eat.swf,1,-1,25,25,9,226,240
EAT,eat,18335,18,12,aslsearch,http://www.aslsearch.com/signs/videos/eat.mp4,1,-1,25,193,55,546,400
EAT,eat,18324,19,36,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/eat.mp4,1,-1,25,239,16,527,414
EAT,eat,18325,20,21,asldeafined,https://media.asldeafined.com/vocabulary/1468347821.5825.mp4,1,-1,25,106,13,550,480
DRINK,drink,69302,0,115,aslbrick,http://aslbricks.org/New/ASL-Videos/drink.mp4,1,-1,25,551,68,1350,1080
DRINK,drink,65539,1,94,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-119.mp4,1,-1,25,153,11,488,370
DRINK,drink,70173,2,121,northtexas,https://www.youtube.com/watch?v=F5Wef1_PtLk,5710,5831,25,142,20,501,480
DRINK,drink,68538,3,113,lillybauer,https://www.youtube.com/watch?v=HZMTQJdBZ9g,1,71,25,112,13,529,356
DRINK,drink,68042,4,109,valencia-asl,https://www.youtube.com/watch?v=KRc_WYI1DgA,1,-1,25,110,0,1160,720
DRINK,drink,68660,5,115,lillybauer,https://www.youtube.com/watch?v=Lk2Vws8homw,1,54,25,312,19,908,720
DRINK,drink,68041,6,109,valencia-asl,https://www.youtube.com/watch?v=Nc7rSopCpI8,1,-1,25,116,0,1166,720
DRINK,drink,17725,7,5,aslu,https://www.youtube.com/watch?v=537MWOtCl78,1,-1,25,300,63,882,720
DRINK,drink,17726,8,5,aslu,https://www.youtube.com/watch?v=6gU3Ln98sWA,1,-1,25,318,29,951,720
DRINK,drink,17727,9,65,nabboud,https://www.youtube.com/watch?v=Ddd2ZZNFhVI,1,-1,25,232,55,838,720
DRINK,drink,17728,10,5,aslu,https://www.youtube.com/watch?v=g3rl9_LYqzI,1,-1,25,337,0,994,720
DRINK,drink,17710,11,36,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/drink.mp4,1,-1,25,196,15,521,414
DRINK,drink,17729,12,5,aslu,https://www.youtube.com/watch?v=i0opsQ2zB1Q,1,-1,25,350,0,999,720
DRINK,drink,17730,13,5,aslu,https://www.youtube.com/watch?v=k6cNmM9WgUs,1,-1,25,334,0,997,720
DRINK,drink,17731,14,5,aslu,https://www.youtube.com/watch?v=LqJM7wcUixQ,1,-1,25,348,43,933,720
DRINK,drink,17732,15,44,aslpro,http://www.aslpro.com/main/d/drink.swf,1,-1,25,0,4,206,240
DRINK,drink,17733,16,12,aslsearch,http://www.aslsearch.com/signs/videos/drink-alcohol.mp4,1,-1,25,186,63,551,400
DRINK,drink,65540,17,94,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-120.mp4,1,-1,25,167,19,480,370
DRINK,drink,17734,18,12,aslsearch,http://www.aslsearch.com/signs/videos/drink.mp4,1,-1,25,183,55,552,400
DRINK,drink,17711,19,52,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink%20(correct)-0UzEF7ru0sQ.mp4,1,-1,25,289,9,783,480
DRINK,drink,17712,20,6,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink-L6hHRIQzWBo.mp4,1,-1,25,673,90,1571,1072
DRINK,drink,17713,21,21,asldeafined,https://media.asldeafined.com/vocabulary/1467773819.9825.mp4,1,-1,25,28,0,542,480
DRINK,drink,17714,22,20,handspeak,https://www.handspeak.com/word/d/drink2.mp4,1,-1,25,53,9,579,480
DRINK,drink,17715,23,14,handspeak,https://www.handspeak.com/word/d/drink-alcohol.mp4,1,-1,25,57,0,586,480
DRINK,drink,17716,24,20,handspeak,https://www.handspeak.com/word/d/drink-british.mp4,1,-1,25,113,0,493,360
DRINK,drink,17717,25,14,handspeak,https://www.handspeak.com/word/d/drink.mp4,1,-1,25,112,0,509,360
DRINK,drink,17718,26,20,handspeak,https://www.handspeak.com/word/d/drink-mug.mp4,1,-1,25,84,0,506,360
DRINK,drink,17709,27,2,spreadthesign,https://media.spreadthesign.com/video/mp4/13/153289.mp4,1,-1,25,41,9,257,240
DRINK,drink,67594,28,109,asllex,https://youtu.be/yawcLQIhQiE,1,-1,25,98,13,372,360
DRINK,drink,17719,29,14,handspeak,https://www.handspeak.com/word/d/drink-plu.mp4,1,-1,25,124,0,542,360
DRINK,drink,17720,30,11,signingsavvy,https://www.signingsavvy.com/signs/mp4/14/14885.mp4,1,-1,25,49,3,220,192
DRINK,drink,17721,31,10,signingsavvy,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,1,-1,25,66,19,209,192
DRINK,drink,17722,32,10,signingsavvy,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,1,-1,25,66,19,209,192
DRINK,drink,17723,33,10,signingsavvy,https://www.signingsavvy.com/signs/mp4/23/23389.mp4,1,-1,25,65,20,208,192
DRINK,drink,17724,34,11,signingsavvy,https://www.signingsavvy.com/signs/mp4/7/7796.mp4,1,-1,25,68,18,220,192
HUNGRY,hungry,28375,0,9,asl5200,https://www.youtube.com/watch?v=SiBub8VD5wo,2559,2618,25,0,0,360,240
HUNGRY,hungry,28383,1,69,nabboud,https://www.youtube.com/watch?v=a90eIyt5eJs,1,-1,25,381,55,837,720
HUNGRY,hungry,28384,2,16,aslpro,http://www.aslpro.com/main/h/hungry.swf,1,-1,25,23,19,213,240
HUNGRY,hungry,67779,3,109,asllex,https://youtu.be/H-hjnF_GtuU,1,-1,25,97,24,382,360
HUNGRY,hungry,28385,4,12,aslsearch,http://www.aslsearch.com/signs/videos/hunger.mp4,1,-1,25,187,52,534,400
HUNGRY,hungry,28376,5,0,spreadthesign,https://media.spreadthesign.com/video/mp4/13/58529.mp4,1,-1,25,50,7,245,240
HUNGRY,hungry,28377,6,38,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/hungry.mp4,1,-1,25,434,69,875,720
HUNGRY,hungry,28378,7,52,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hungry-FkoOUSVF-9g.mp4,1,-1,25,256,8,583,360
HUNGRY,hungry,28379,8,21,asldeafined,https://media.asldeafined.com/vocabulary/1468639252.5637.mp4,1,-1,25,82,11,536,480
HUNGRY,hungry,28380,9,20,handspeak,https://www.handspeak.com/word/h/hungry.mp4,1,-1,25,112,0,562,480
HUNGRY,hungry,28381,10,11,signingsavvy,https://www.signingsavvy.com/signs/mp4/7/7294.mp4,1,-1,25,68,15,220,192
HUNGRY,hungry,28382,11,5,aslu,https://www.youtube.com/watch?v=8ZOUoDZkAoQ,1,-1,25,399,35,986,720
HURT,hurt,28438,0,9,asl5200,https://www.youtube.com/watch?v=SiBub8VD5wo,2716,2752,25,0,0,360,240
HURT,hurt,70147,1,121,northtexas,https://www.youtube.com/watch?v=VwejDy96MzM,6429,6562,25,122,21,508,480
HURT,hurt,28441,2,60,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hurt-_st2tPdAvgQ.mp4,1,-1,25,352,22,779,480
HURT,hurt,28443,4,20,handspeak,https://www.handspeak.com/word/h/hurt2.mp4,1,-1,25,80,0,589,480
HURT,hurt,28444,5,20,handspeak,https://www.handspeak.com/word/h/hurt.mp4,1,-1,25,79,0,589,480
HURT,hurt,28445,6,10,signingsavvy,https://www.signingsavvy.com/signs/mp4/23/23773.mp4,1,-1,25,58,14,228,192
HURT,hurt,28446,7,10,signingsavvy,https://www.signingsavvy.com/signs/mp4/23/23774.mp4,1,-1,25,75,15,221,192
HURT,hurt,28450,11,69,nabboud,https://www.youtube.com/watch?v=Ekcn4CILyfo,1,-1,25,316,55,898,720
HURT,hurt,28452,13,5,aslu,https://www.youtube.com/watch?v=xs4k_Qf3BSc,1,-1,25,282,59,936,720
HURT,hurt,28453,14,25,aslpro,http://www.aslpro.com/main/h/hurt.swf,1,-1,25,0,9,258,240
HURT,hurt,28454,15,12,aslsearch,http://www.aslsearch.com/signs/videos/sore.mp4,1,-1,25,201,53,552,400
HURT,hurt,28440,17,36,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/hurt.mp4,1,-1,25,182,18,552,414
PAIN,pain,40797,0,9,asl5200,https://www.youtube.com/watch?v=zHd4YEFzpwE,24,100,25,0,0,360,240
PAIN,pain,40810,1,12,aslsearch,http://www.aslsearch.com/signs/videos/sore.mp4,1,-1,25,201,53,552,400
PAIN,pain,40802,2,0,spreadthesign,https://media.spreadthesign.com/video/mp4/13/63555.mp4,1,-1,25,10,8,285,240
PAIN,pain,67956,3,109,asllex,https://youtu.be/PUeBxtWPPFw,1,-1,25,79,29,404,360
PAIN,pain,40803,4,13,asldeafined,https://media.asldeafined.com/vocabulary/1468723103.4644.mp4,1,-1,25,139,0,552,480
PAIN,pain,40804,5,14,handspeak,https://www.handspeak.com/word/p/pain.mp4,1,-1,25,107,8,527,480
PAIN,pain,40806,7,10,signingsavvy,https://www.signingsavvy.com/signs/mp4/23/23773.mp4,1,-1,25,58,14,228,192
PAIN,pain,40807,8,10,signingsavvy,https://www.signingsavvy.com/signs/mp4/23/23774.mp4,1,-1,25,75,15,221,192
PAIN,pain,40808,9,5,aslu,https://www.youtube.com/watch?v=c-oLk9yPARI,1,-1,25,310,0,1067,720
PAIN,pain,40809,10,44,aslpro,http://www.aslpro.com/main/p/pain.swf,1,-1,25,0,7,250,240
SICK,sick,51494,0,9,asl5200,https://www.youtube.com/watch?v=XB3Q6IX6CBo,3891,3950,25,0,0,360,240
SICK,sick,69470,1,118,aslbrick,http://aslbricks.org/New/ASL-Videos/sick.mp4,1,-1,25,250,30,912,720
SICK,sick,68152,2,109,valencia-asl,https://www.youtube.com/watch?v=bS9icDOS5g4,1,-1,25,256,9,1120,720
SICK,sick,68776,3,115,lillybauer,https://www.youtube.com/watch?v=OvCEWXAQXaY,1,65,25,102,0,564,360
SICK,sick,51516,4,44,aslpro,http://www.aslpro.com/main/s/sick.swf,1,-1,25,0,1,225,240
SICK,sick,51517,5,12,aslsearch,http://www.aslsearch.com/signs/videos/ill.mp4,1,-1,25,170,58,552,400
SICK,sick,51502,6,38,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/sick.mp4,1,-1,25,375,52,829,720
SICK,sick,51503,7,60,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Sick-vS3cW9IUUPM.mp4,1,-1,25,321,24,791,480
SICK,sick,51504,8,13,asldeafined,https://media.asldeafined.com/vocabulary/1468766858.7018.mp4,1,-1,25,77,0,604,480
SICK,sick,51505,9,14,handspeak,https://www.handspeak.com/word/s/sick2.mp4,1,-1,25,68,11,276,240
SICK,sick,51506,10,14,handspeak,https://www.handspeak.com/word/s/sick.mp4,1,-1,25,35,9,281,240
SICK,sick,51507,11,11,signingsavvy,https://www.signingsavvy.com/signs/mp4/14/14644.mp4,1,-1,25,50,0,234,192
SICK,sick,66475,16,103,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/SI/SICK-255.mp4,1,-1,25,155,21,499,370
SICK,sick,51501,17,63,spreadthesign,https://media.spreadthesign.com/video/mp4/13/50808.mp4,1,-1,25,40,0,283,240
SICK,sick,67201,18,109,asllex,https://youtu.be/BuJZZAGk6GM,1,-1,25,91,7,393,360
SICK,sick,51514,22,5,aslu,https://www.youtube.com/watch?v=NBqpHJiufXU,1,-1,25,258,20,979,720
SICK,sick,51515,23,5,aslu,https://www.youtube.com/watch?v=oiJ9bPUD1pw,1,-1,25,251,6,1008,720
NAME,name,37575,0,9,asl5200,https://www.youtube.com/watch?v=1_jXxjd0lKE,24,66,25,0,0,360,240
NAME,name,69405,1,118,aslbrick,http://aslbricks.org/New/ASL-Videos/name.mp4,1,-1,25,331,37,917,720
NAME,name,68480,2,115,lillybauer,https://www.youtube.com/watch?v=GDAvnSKfZoU,1,32,25,370,19,903,720
NAME,name,68106,3,111,valencia-asl,https://www.youtube.com/watch?v=_ObcZbitfJg,1,-1,25,158,0,667,480
NAME,name,37587,4,5,aslu,https://www.youtube.com/watch?v=GbeC9TFuSX4,1,-1,25,173,14,497,360
NAME,name,37588,5,5,aslu,https://www.youtube.com/watch?v=nMFZhDcynoY,1,-1,25,351,49,963,720
NAME,name,37589,6,87,aslpro,http://www.aslpro.com/main/n/name.swf,1,-1,25,16,5,224,240
NAME,name,37580,7,56,spreadthesign,https://media.spreadthesign.com/video/mp4/13/48612.mp4,1,-1,25,23,0,272,240
NAME,name,67922,8,109,asllex,https://youtu.be/yFYsa9KPUXc,1,-1,25,89,20,368,360
NAME,name,37590,9,12,aslsearch,http://www.aslsearch.com/signs/videos/name.mp4,1,-1,25,213,53,573,400
NAME,name,37581,10,32,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Name-DikA_15hmng.mp4,1,-1,25,610,67,1575,1080
NAME,name,37582,11,13,asldeafined,https://media.asldeafined.com/vocabulary/1468717645.5170.mp4,1,-1,25,154,0,534,480
NAME,name,37583,12,20,handspeak,https://www.handspeak.com/word/n/name.mp4,1,-1,25,66,0,563,480
NAME,name,37584,13,20,handspeak,https://www.handspeak.com/word/n/name-verb.mp4,1,-1,25,122,0,535,480
NAME,name,37585,14,11,signingsavvy,https://www.signingsavvy.com/signs/mp4/7/7751.mp4,1,-1,25,81,15,229,192
NAME,name,37586,15,47,scott,https://www.youtube.com/watch?v=7ZeN8irshAc,1,-1,25,328,24,898,720
WHERE,where,63079,0,9,asl5200,https://www.youtube.com/watch?v=A5dihMAjeTE,1881,1940,25,0,0,360,240
WHERE,where,68181,1,110,valencia-asl,https://www.youtube.com/watch?v=1IJ6oVm6x-w,1,-1,25,231,4,626,480
WHERE,where,68998,2,115,lillybauer,https://www.youtube.com/watch?v=WlHOl9zIUpE,1,52,25,346,28,918,720
WHERE,where,63087,3,11,signingsavvy,https://www.signingsavvy.com/signs/mp4/14/14587.mp4,1,-1,25,82,8,220,192
WHERE,where,63088,4,64,aslu,https://www.youtube.com/watch?v=p476xgjJAZE,1,-1,25,131,35,419,351
WHERE,where,63089,5,5,aslu,https://www.youtube.com/watch?v=p476xgjJAZE,1,-1,25,333,39,937,720
WHERE,where,63090,6,87,aslpro,http://www.aslpro.com/main/w/where.swf,1,-1,25,15,9,218,240
WHERE,where,66774,7,88,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WH/WHERE-1427.mp4,1,-1,25,161,6,478,370
WHERE,where,63081,8,42,spreadthesign,https://media.spreadthesign.com/video/mp4/13/51067.mp4,1,-1,25,23,0,295,240
WHERE,where,67061,9,109,asllex,https://youtu.be/Mrb2M9RV_KM,1,-1,25,94,14,370,360
WHERE,where,63091,10,12,aslsearch,http://www.aslsearch.com/signs/videos/where.mp4,1,-1,25,207,53,573,400
WHERE,where,63082,11,36,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/where.mp4,1,-1,25,239,13,529,414
WHERE,where,63083,12,70,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20where-LSM0sp4VCz4.mp4,1,-1,25,351,13,799,479
WHERE,where,63084,13,13,asldeafined,https://media.asldeafined.com/vocabulary/1468928023.2600.mp4,1,-1,25,92,7,514,480
WHERE,where,63085,14,14,handspeak,https://www.handspeak.com/word/w/where2.mp4,1,-1,25,180,0,498,360
WHAT,what,62944,0,9,asl5200,https://www.youtube.com/watch?v=A5dihMAjeTE,1748,1780,25,0,0,360,240
WHAT,what,69531,1,118,aslbrick,http://aslbricks.org/New/ASL-Videos/what.mp4,1,-1,25,155,34,1067,720
WHAT,what,68330,3,115,lillybauer,https://www.youtube.com/watch?v=AK26EQRsH7k,1,55,25,342,10,960,720
WHAT,what,62967,5,39,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20What%202-xFO06HB3kFs.mp4,1,-1,25,766,98,1727,1080
WHAT,what,62968,7,32,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20What-tzER8F2xbB0.mp4,1,-1,25,333,61,1614,1080
WHAT,what,62982,8,80,nabboud,https://www.youtube.com/watch?v=M1gXuGSWqVI,1,-1,25,311,119,890,720
WHAT,what,62970,11,13,asldeafined,https://media.asldeafined.com/vocabulary/1468927879.8532.mp4,1,-1,25,78,9,560,480
WHAT,what,62984,12,5,aslu,https://www.youtube.com/watch?v=sSdQWC7mUZc,1,-1,25,228,11,953,720
WHAT,what,62971,13,14,handspeak,https://www.handspeak.com/word/w/what2.mp4,1,-1,25,181,0,501,360
WHAT,what,66769,14,88,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WH/WHAT-1425.mp4,1,-1,25,173,7,480,370
WHAT,what,67057,15,109,asllex,https://youtu.be/sbODkAcZ5Mw,1,-1,25,43,19,399,360
WHAT,what,62986,18,30,aslpro,http://www.aslpro.com/main/w/what.swf,1,-1,25,4,15,236,240
WHAT,what,62973,19,14,handspeak,https://www.handspeak.com/word/w/what.mp4,1,-1,25,166,0,520,360
WHAT,what,62987,20,12,aslsearch,http://www.aslsearch.com/signs/videos/what2.mp4,1,-1,25,159,58,577,400
WHAT,what,62964,21,42,spreadthesign,https://media.spreadthesign.com/video/mp4/13/51095.mp4,1,-1,25,50,0,280,240
WHAT,what,67058,22,109,asllex,https://youtu.be/XO9Lq5Gyuaw,1,-1,25,50,20,430,360
WHAT,what,62988,24,12,aslsearch,http://www.aslsearch.com/signs/videos/what.mp4,1,-1,25,185,61,560,400
WHAT,what,62975,25,10,signingsavvy,https://www.signingsavvy.com/signs/mp4/23/23463.mp4,1,-1,25,52,24,246,192
WHAT,what,62965,27,36,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/what.mp4,1,-1,25,179,13,606,414
WHAT,what,62979,28,11,signingsavvy,https://www.signingsavvy.com/signs/mp4/5/5985.mp4,1,-1,25,77,2,231,192
WHAT,what,62966,29,4,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20What-0SsXCKwjrpA.mp4,1,-1,25,509,75,1631,1080
WHO,who,63219,0,9,asl5200,https://www.youtube.com/watch?v=A5dihMAjeTE,2159,2235,25,0,0,360,240
WHO,who,69534,1,118,aslbrick,http://aslbricks.org/New/ASL-Videos/who.mp4,1,-1,25,381,45,868,720
WHO,who,68890,2,115,lillybauer,https://www.youtube.com/watch?v=SQUHKsHMUiw,1,54,25,343,21,928,720
WHO,who,68183,3,111,valencia-asl,https://www.youtube.com/watch?v=Xx8ZjswBRLY,1,-1,25,196,11,606,480
WHO,who,63239,4,5,aslu,https://www.youtube.com/watch?v=pBnGrdxhxHQ,1,-1,25,356,43,951,720
WHO,who,63240,5,5,aslu,https://www.youtube.com/watch?v=_V31e361KV8,1,-1,25,333,18,917,720
WHO,who,63241,6,87,aslpro,http://www.aslpro.com/main/w/who.swf,1,-1,25,25,8,223,240
WHO,who,63242,7,12,aslsearch,http://www.aslsearch.com/signs/videos/who.mp4,1,-1,25,188,55,546,400
WHO,who,63226,8,36,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/who.mp4,1,-1,25,235,15,526,414
WHO,who,63227,9,6,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who%202-P20hHY3qUEQ.mp4,1,-1,25,687,96,1421,1080
WHO,who,63228,10,6,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-rehp_kwiS-I.mp4,1,-1,25,693,88,1401,1080
WHO,who,63229,11,4,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-wmIY6Yo-vp8.mp4,1,-1,25,655,72,1505,1071
WHO,who,63230,12,46,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-xchfz0eTaP8.mp4,1,-1,25,342,20,1162,1080
WHO,who,63231,13,13,asldeafined,https://media.asldeafined.com/vocabulary/1468928348.68.mp4,1,-1,25,128,8,517,480
WHO,who,66778,14,88,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WH/WHO-1430.mp4,1,-1,25,165,4,472,370
WHO,who,63232,15,59,asldeafined,https://media.asldeafined.com/vocabulary/1539176590.1089.mp4,1,-1,25,112,28,507,480
WHO,who,63233,16,14,handspeak,https://www.handspeak.com/word/w/who.mp4,1,-1,25,121,12,533,480
WHO,who,63234,17,20,handspeak,https://www.handspeak.com/word/w/who-old.mp4,1,-1,25,173,0,516,360
WHO,who,66779,18,88,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WH/WHO-2236.mp4,1,-1,25,167,3,471,370
WHO,who,66780,19,93,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/WH/WHO-2283.mp4,1,-1,25,195,32,472,370
WHO,who,63225,20,42,spreadthesign,https://media.spreadthesign.com/video/mp4/13/51811.mp4,1,-1,25,35,0,293,240
WHO,who,67066,21,109,asllex,https://youtu.be/gDkZ2Zn3Sjg,1,-1,25,115,29,371,360
WHO,who,63236,23,11,signingsavvy,https://www.signingsavvy.com/signs/mp4/9/9019.mp4,1,-1,25,81,19,207,192
WHO,who,63237,24,11,signingsavvy,https://www.signingsavvy.com/signs/mp4/9/9020.mp4,1,-1,25,82,17,212,192
WHO,who,63238,25,80,nabboud,https://www.youtube.com/watch?v=dnDu1DxXWo4,1,-1,25,373,118,828,720
HOW,how,28187,0,9,asl5200,https://www.youtube.com/watch?v=SiBub8VD5wo,2382,2418,25,0,0,360,240
HOW,how,69370,1,115,aslbrick,http://aslbricks.org/New/ASL-Videos/how.mp4,1,-1,25,378,49,894,720
HOW,how,70295,2,121,northtexas,https://www.youtube.com/watch?v=CSj7IScvZnE,4221,4314,25,146,42,397,360
HOW,how,68954,3,115,lillybauer,https://www.youtube.com/watch?v=uVXtydfzLIo,1,64,25,320,12,924,720
HOW,how,28205,4,21,asldeafined,https://media.asldeafined.com/vocabulary/1468638815.8605.mp4,1,-1,25,76,13,544,480
HOW,how,28206,5,55,handspeak,https://www.handspeak.com/word/h/how-1913.mp4,1,-1,25,100,30,371,382
HOW,how,28207,6,20,handspeak,https://www.handspeak.com/word/h/how2.mp4,1,-1,25,114,0,552,480
HOW,how,28208,7,20,handspeak,https://www.handspeak.com/word/h/how.mp4,1,-1,25,109,0,549,478
